"Station","Commune","Typologie","Lat","Lon","Heure_Ref","Echeance_H","Heure_Prediction","Date_Prevue","Pred_O3","Risque_Max","Statut"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,8,"21:00",2026-01-06 21:00:00,13.72,28.74,"Normal"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,9,"22:00",2026-01-06 22:00:00,14.37,29.68,"Normal"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,10,"23:00",2026-01-06 23:00:00,14.94,30.5,"Normal"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,11,"00:00",2026-01-07,14.64,30.42,"Normal"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,12,"01:00",2026-01-07 01:00:00,16.37,32.34,"Normal"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,13,"02:00",2026-01-07 02:00:00,15.59,31.73,"Normal"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,14,"03:00",2026-01-07 03:00:00,15.63,31.92,"Normal"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,15,"04:00",2026-01-07 04:00:00,15.72,32.14,"Normal"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,16,"05:00",2026-01-07 05:00:00,15.08,31.61,"Normal"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,17,"06:00",2026-01-07 06:00:00,14.34,30.97,"Normal"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,18,"07:00",2026-01-07 07:00:00,11.49,28.21,"Normal"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,19,"08:00",2026-01-07 08:00:00,10.99,27.79,"Normal"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,20,"09:00",2026-01-07 09:00:00,13.92,30.78,"Normal"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,21,"10:00",2026-01-07 10:00:00,17,33.93,"Normal"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,22,"11:00",2026-01-07 11:00:00,21.5,38.47,"Normal"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,23,"12:00",2026-01-07 12:00:00,26.08,43.1,"Normal"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,24,"13:00",2026-01-07 13:00:00,29.16,46.23,"Normal"
