"Station","Polluant","Typologie","Commune","Lat","Lon","Heure_Ref","Echeance_H","Date_Prevue","Pred_Mean","Pred_Max_80","Pred_Max_95","Statut"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,23,2026-01-07 11:00:00,14.17,19.8,22.78,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,24,2026-01-07 12:00:00,13.2,18.84,21.83,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,25,2026-01-07 13:00:00,11.53,17.19,20.18,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,26,2026-01-07 14:00:00,11.74,17.4,20.4,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,27,2026-01-07 15:00:00,12.33,18.01,21.02,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,28,2026-01-07 16:00:00,15.87,21.56,24.57,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,29,2026-01-07 17:00:00,22.98,28.68,31.7,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,30,2026-01-07 18:00:00,26.09,31.81,34.83,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,31,2026-01-07 19:00:00,25.18,30.9,33.94,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,32,2026-01-07 20:00:00,22.32,28.06,31.1,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,33,2026-01-07 21:00:00,20.13,25.88,28.92,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,34,2026-01-07 22:00:00,18.1,23.86,26.91,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,35,2026-01-07 23:00:00,16.78,22.55,25.61,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,36,2026-01-08,15.72,21.5,24.57,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,37,2026-01-08 01:00:00,14.39,20.18,23.25,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,38,2026-01-08 02:00:00,13.17,18.97,22.05,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,39,2026-01-08 03:00:00,12.02,17.84,20.92,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,40,2026-01-08 04:00:00,10.86,16.69,19.78,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,41,2026-01-08 05:00:00,11.56,17.4,20.49,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,42,2026-01-08 06:00:00,12.21,18.06,21.16,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,43,2026-01-08 07:00:00,15.44,21.31,24.41,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,44,2026-01-08 08:00:00,19.22,25.09,28.2,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,45,2026-01-08 09:00:00,18.7,24.59,27.7,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,46,2026-01-08 10:00:00,16.79,22.69,25.81,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,47,2026-01-08 11:00:00,14.32,20.23,23.36,"Normal"
"Montauban - Ramierou Urbain","NO2","Urbaine","MONTAUBAN",44.0129,1.37531,2026-01-06 12:00:00,48,2026-01-08 12:00:00,13.35,19.27,22.4,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,1,2026-01-06 13:00:00,20.99,28.52,32.51,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,2,2026-01-06 14:00:00,20.14,28.7,33.23,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,3,2026-01-06 15:00:00,22.27,31.5,36.38,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,4,2026-01-06 16:00:00,28.43,38.13,43.26,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,5,2026-01-06 17:00:00,32.14,42.16,47.46,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,6,2026-01-06 18:00:00,36.65,46.89,52.31,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,7,2026-01-06 19:00:00,33.42,43.82,49.33,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,8,2026-01-06 20:00:00,26.04,36.56,42.13,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,9,2026-01-06 21:00:00,22.77,33.37,38.98,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,10,2026-01-06 22:00:00,18.39,29.05,34.69,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,11,2026-01-06 23:00:00,16.84,27.55,33.21,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,12,2026-01-07,14.93,25.66,31.35,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,13,2026-01-07 01:00:00,12.1,22.86,28.55,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,14,2026-01-07 02:00:00,9.48,20.25,25.96,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,15,2026-01-07 03:00:00,9.08,19.86,25.57,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,16,2026-01-07 04:00:00,9.97,20.77,26.48,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,17,2026-01-07 05:00:00,11.07,21.87,27.59,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,18,2026-01-07 06:00:00,13.55,24.36,30.08,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,19,2026-01-07 07:00:00,22.28,33.09,38.81,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,20,2026-01-07 08:00:00,28.46,39.27,44.99,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,21,2026-01-07 09:00:00,27.99,38.8,44.52,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,22,2026-01-07 10:00:00,25.61,36.43,42.15,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,23,2026-01-07 11:00:00,23.49,34.3,40.03,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,24,2026-01-07 12:00:00,21.32,32.14,37.87,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,25,2026-01-07 13:00:00,18.64,29.46,35.19,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,26,2026-01-07 14:00:00,18.5,29.32,35.05,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,27,2026-01-07 15:00:00,21.12,31.94,37.66,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,28,2026-01-07 16:00:00,27.63,38.45,44.18,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,29,2026-01-07 17:00:00,31.58,42.4,48.13,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,30,2026-01-07 18:00:00,36.25,47.07,52.8,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,31,2026-01-07 19:00:00,33.14,43.96,49.69,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,32,2026-01-07 20:00:00,25.84,36.66,42.39,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,33,2026-01-07 21:00:00,22.62,33.44,39.16,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,34,2026-01-07 22:00:00,18.28,29.1,34.82,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,35,2026-01-07 23:00:00,16.76,27.58,33.31,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,36,2026-01-08,14.86,25.68,31.41,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,37,2026-01-08 01:00:00,12.05,22.87,28.6,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,38,2026-01-08 02:00:00,9.44,20.26,25.98,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,39,2026-01-08 03:00:00,9.04,19.86,25.59,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,40,2026-01-08 04:00:00,9.94,20.76,26.49,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,41,2026-01-08 05:00:00,11.04,21.86,27.59,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,42,2026-01-08 06:00:00,13.52,24.34,30.07,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,43,2026-01-08 07:00:00,22.26,33.07,38.8,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,44,2026-01-08 08:00:00,28.43,39.25,44.98,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,45,2026-01-08 09:00:00,27.96,38.78,44.51,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,46,2026-01-08 10:00:00,25.59,36.41,42.14,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,47,2026-01-08 11:00:00,23.47,34.28,40.01,"Normal"
"Montauban trafic","NO2","Urbaine","MONTAUBAN",44.0073,1.38137,2026-01-06 12:00:00,48,2026-01-08 12:00:00,21.3,32.12,37.85,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,1,2026-01-06 13:00:00,63.17,75.57,82.13,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,2,2026-01-06 14:00:00,61.48,74.01,80.64,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,3,2026-01-06 15:00:00,60.39,73.02,79.7,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,4,2026-01-06 16:00:00,64.15,76.85,83.58,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,5,2026-01-06 17:00:00,70.51,83.27,90.02,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,6,2026-01-06 18:00:00,68.15,80.95,87.73,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,7,2026-01-06 19:00:00,60.74,73.58,80.37,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,8,2026-01-06 20:00:00,51.46,64.33,71.14,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,9,2026-01-06 21:00:00,45.34,58.23,65.05,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,10,2026-01-06 22:00:00,42.93,55.84,62.67,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,11,2026-01-06 23:00:00,41.63,54.55,61.39,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,12,2026-01-07,37.51,50.44,57.28,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,13,2026-01-07 01:00:00,34.84,47.78,54.63,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,14,2026-01-07 02:00:00,33.39,46.33,53.18,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,15,2026-01-07 03:00:00,32.87,45.82,52.67,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,16,2026-01-07 04:00:00,32.11,45.06,51.92,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,17,2026-01-07 05:00:00,32.91,45.87,52.73,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,18,2026-01-07 06:00:00,35.77,48.72,55.58,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,19,2026-01-07 07:00:00,41.64,54.6,61.46,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,20,2026-01-07 08:00:00,45.74,58.7,65.56,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,21,2026-01-07 09:00:00,44.37,57.33,64.2,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,22,2026-01-07 10:00:00,39.7,52.67,59.53,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,23,2026-01-07 11:00:00,35.66,48.62,55.49,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,24,2026-01-07 12:00:00,36.8,49.77,56.63,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,25,2026-01-07 13:00:00,38.16,51.13,57.99,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,26,2026-01-07 14:00:00,41.11,54.08,60.94,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,27,2026-01-07 15:00:00,43.98,56.94,63.81,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,28,2026-01-07 16:00:00,50.99,63.96,70.82,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,29,2026-01-07 17:00:00,59.98,72.95,79.81,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,30,2026-01-07 18:00:00,59.75,72.71,79.58,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,31,2026-01-07 19:00:00,54.04,67,73.87,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,32,2026-01-07 20:00:00,46.13,59.1,65.96,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,33,2026-01-07 21:00:00,41.1,54.07,60.94,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,34,2026-01-07 22:00:00,39.57,52.54,59.41,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,35,2026-01-07 23:00:00,38.98,51.95,58.81,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,36,2026-01-08,35.42,48.39,55.25,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,37,2026-01-08 01:00:00,33.21,46.17,53.04,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,38,2026-01-08 02:00:00,32.11,45.08,51.95,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,39,2026-01-08 03:00:00,31.89,44.86,51.72,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,40,2026-01-08 04:00:00,31.36,44.33,51.19,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,41,2026-01-08 05:00:00,32.35,45.32,52.18,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,42,2026-01-08 06:00:00,35.36,48.33,55.19,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,43,2026-01-08 07:00:00,41.35,54.32,61.18,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,44,2026-01-08 08:00:00,45.55,58.51,65.38,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,45,2026-01-08 09:00:00,44.26,57.22,64.09,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,46,2026-01-08 10:00:00,39.65,52.62,59.48,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,47,2026-01-08 11:00:00,35.66,48.63,55.49,"Normal"
"Montpelier Antigone Trafic","NO2","Urbaine","MONTPELLIER",43.6088,3.89574,2026-01-06 12:00:00,48,2026-01-08 12:00:00,36.84,49.81,56.67,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,1,2026-01-06 13:00:00,19.77,30.64,36.4,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,2,2026-01-06 14:00:00,19.85,30.72,36.48,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,3,2026-01-06 15:00:00,21.3,32.17,37.92,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,4,2026-01-06 16:00:00,25.89,36.75,42.5,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,5,2026-01-06 17:00:00,35.41,46.27,52.02,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,6,2026-01-06 18:00:00,37.08,47.94,53.69,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,7,2026-01-06 19:00:00,34.97,45.82,51.56,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,8,2026-01-06 20:00:00,33.23,44.08,49.82,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,9,2026-01-06 21:00:00,29.4,40.24,45.98,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,10,2026-01-06 22:00:00,25.38,36.22,41.96,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,11,2026-01-06 23:00:00,24.51,35.35,41.09,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,12,2026-01-07,23.77,34.6,40.34,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,13,2026-01-07 01:00:00,21.6,32.43,38.16,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,14,2026-01-07 02:00:00,19.6,30.43,36.16,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,15,2026-01-07 03:00:00,18.96,29.79,35.52,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,16,2026-01-07 04:00:00,19.4,30.22,35.95,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,17,2026-01-07 05:00:00,22.29,33.1,38.83,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,18,2026-01-07 06:00:00,23.04,33.86,39.58,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,19,2026-01-07 07:00:00,27.47,38.28,44.01,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,20,2026-01-07 08:00:00,31.15,41.96,47.68,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,21,2026-01-07 09:00:00,29.98,40.79,46.51,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,22,2026-01-07 10:00:00,27.12,37.92,43.64,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,23,2026-01-07 11:00:00,21.58,32.38,38.1,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,24,2026-01-07 12:00:00,19.01,29.81,35.52,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,25,2026-01-07 13:00:00,17.78,28.57,34.28,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,26,2026-01-07 14:00:00,18.43,29.22,34.93,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,27,2026-01-07 15:00:00,20.32,31.1,36.81,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,28,2026-01-07 16:00:00,25.24,36.02,41.73,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,29,2026-01-07 17:00:00,35.03,45.81,51.51,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,30,2026-01-07 18:00:00,36.9,47.68,53.38,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,31,2026-01-07 19:00:00,34.94,45.72,51.42,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,32,2026-01-07 20:00:00,33.33,44.1,49.8,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,33,2026-01-07 21:00:00,29.59,40.36,46.06,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,34,2026-01-07 22:00:00,25.65,36.41,42.1,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,35,2026-01-07 23:00:00,24.84,35.6,41.29,"Normal"
