"Station","Polluant","Typologie","Commune","Lat","Lon","Heure_Ref","Echeance_H","Date_Prevue","Pred_Mean","Pred_Max_80","Pred_Max_95","Statut"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,36,2026-01-08,24.14,34.89,40.59,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,37,2026-01-08 01:00:00,22,32.75,38.44,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,38,2026-01-08 02:00:00,20.03,30.77,36.46,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,39,2026-01-08 03:00:00,19.41,30.15,35.84,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,40,2026-01-08 04:00:00,19.86,30.6,36.29,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,41,2026-01-08 05:00:00,22.76,33.5,39.19,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,42,2026-01-08 06:00:00,23.53,34.27,39.95,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,43,2026-01-08 07:00:00,27.96,38.7,44.38,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,44,2026-01-08 08:00:00,31.65,42.38,48.06,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,45,2026-01-08 09:00:00,30.48,41.21,46.89,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,46,2026-01-08 10:00:00,27.63,38.35,44.03,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,47,2026-01-08 11:00:00,22.09,32.81,38.49,"Normal"
"Montpellier - Chaptal Urbain","NO2","Urbaine","MONTPELLIER",43.6117,3.86472,2026-01-06 12:00:00,48,2026-01-08 12:00:00,19.53,30.24,35.91,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,1,2026-01-06 13:00:00,16.02,24.79,29.43,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,2,2026-01-06 14:00:00,16.93,26.07,30.91,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,3,2026-01-06 15:00:00,20.46,29.93,34.95,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,4,2026-01-06 16:00:00,25.43,35.21,40.39,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,5,2026-01-06 17:00:00,34.25,44.32,49.65,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,6,2026-01-06 18:00:00,37.75,48.09,53.56,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,7,2026-01-06 19:00:00,35.42,46,51.6,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,8,2026-01-06 20:00:00,32.87,43.67,49.39,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,9,2026-01-06 21:00:00,30.2,41.21,47.04,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,10,2026-01-06 22:00:00,27.06,38.28,44.21,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,11,2026-01-06 23:00:00,26.48,37.88,43.91,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,12,2026-01-07,24.65,36.22,42.35,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,13,2026-01-07 01:00:00,22.89,34.62,40.83,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,14,2026-01-07 02:00:00,22.11,33.99,40.28,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,15,2026-01-07 03:00:00,21.58,33.6,39.96,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,16,2026-01-07 04:00:00,22.67,34.82,41.26,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,17,2026-01-07 05:00:00,24.01,36.29,42.79,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,18,2026-01-07 06:00:00,26.14,38.54,45.1,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,19,2026-01-07 07:00:00,28.66,41.17,47.79,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,20,2026-01-07 08:00:00,31.24,43.86,50.53,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,21,2026-01-07 09:00:00,29.39,42.1,48.83,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,22,2026-01-07 10:00:00,24.34,37.15,43.93,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,23,2026-01-07 11:00:00,21.01,33.9,40.73,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,24,2026-01-07 12:00:00,19.73,32.7,39.57,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,25,2026-01-07 13:00:00,18.86,31.91,38.82,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,26,2026-01-07 14:00:00,19.39,32.52,39.47,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,27,2026-01-07 15:00:00,22.41,35.6,42.59,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,28,2026-01-07 16:00:00,26.97,40.23,47.25,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,29,2026-01-07 17:00:00,35.5,48.82,55.88,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,30,2026-01-07 18:00:00,38.79,52.17,59.26,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,31,2026-01-07 19:00:00,36.3,49.74,56.85,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,32,2026-01-07 20:00:00,33.64,47.13,54.27,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,33,2026-01-07 21:00:00,30.88,44.42,51.59,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,34,2026-01-07 22:00:00,27.69,41.28,48.47,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,35,2026-01-07 23:00:00,27.07,40.7,47.92,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,36,2026-01-08,25.21,38.88,46.12,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,37,2026-01-08 01:00:00,23.42,37.14,44.4,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,38,2026-01-08 02:00:00,22.62,36.38,43.66,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,39,2026-01-08 03:00:00,22.08,35.87,43.17,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,40,2026-01-08 04:00:00,23.16,36.99,44.31,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,41,2026-01-08 05:00:00,24.5,38.36,45.69,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,42,2026-01-08 06:00:00,26.63,40.51,47.87,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,43,2026-01-08 07:00:00,29.14,43.06,50.43,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,44,2026-01-08 08:00:00,31.72,45.66,53.05,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,45,2026-01-08 09:00:00,29.86,43.84,51.23,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,46,2026-01-08 10:00:00,24.82,38.82,46.22,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,47,2026-01-08 11:00:00,21.48,35.5,42.92,"Normal"
"Montpellier - Prés d Arènes Urbain","NO2","Urbaine","MONTPELLIER",43.5915,3.88689,2026-01-06 12:00:00,48,2026-01-08 12:00:00,20.2,34.24,41.68,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,1,2026-01-06 13:00:00,68.54,89.78,101.02,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,2,2026-01-06 14:00:00,72.85,94.02,105.22,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,3,2026-01-06 15:00:00,75.53,96.62,107.79,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,4,2026-01-06 16:00:00,85.2,106.23,117.36,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,5,2026-01-06 17:00:00,97.76,118.71,129.8,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,6,2026-01-06 18:00:00,96.46,117.35,128.41,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,7,2026-01-06 19:00:00,89.85,110.67,121.69,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,8,2026-01-06 20:00:00,78.03,98.78,109.76,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,9,2026-01-06 21:00:00,70.59,91.27,102.22,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,10,2026-01-06 22:00:00,67.62,88.24,99.16,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,11,2026-01-06 23:00:00,61.96,82.52,93.4,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,12,2026-01-07,54.98,75.47,86.32,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,13,2026-01-07 01:00:00,45.4,65.83,76.65,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,14,2026-01-07 02:00:00,41.47,61.84,72.62,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,15,2026-01-07 03:00:00,39.93,60.24,71,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,16,2026-01-07 04:00:00,41.7,61.96,72.68,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,17,2026-01-07 05:00:00,46.82,67.02,77.71,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,18,2026-01-07 06:00:00,60.71,80.85,91.51,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,19,2026-01-07 07:00:00,72.74,92.82,103.45,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,20,2026-01-07 08:00:00,75.09,95.12,105.72,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,21,2026-01-07 09:00:00,71.83,91.8,102.37,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,22,2026-01-07 10:00:00,62.2,82.12,92.66,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,23,2026-01-07 11:00:00,56.49,76.35,86.87,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,24,2026-01-07 12:00:00,56.3,76.11,86.6,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,25,2026-01-07 13:00:00,58.09,77.85,88.31,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,26,2026-01-07 14:00:00,65.31,85.02,95.45,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,27,2026-01-07 15:00:00,70.16,89.82,100.22,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,28,2026-01-07 16:00:00,81.47,101.08,111.46,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,29,2026-01-07 17:00:00,95.24,114.81,125.16,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,30,2026-01-07 18:00:00,94.87,114.38,124.71,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,31,2026-01-07 19:00:00,88.94,108.41,118.71,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,32,2026-01-07 20:00:00,77.62,97.05,107.33,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,33,2026-01-07 21:00:00,70.57,89.95,100.2,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,34,2026-01-07 22:00:00,67.89,87.22,97.45,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,35,2026-01-07 23:00:00,62.45,81.73,91.94,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,36,2026-01-08,55.62,74.87,85.05,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,37,2026-01-08 01:00:00,46.17,65.37,75.53,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,38,2026-01-08 02:00:00,42.33,61.48,71.63,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,39,2026-01-08 03:00:00,40.86,59.98,70.09,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,40,2026-01-08 04:00:00,42.68,61.76,71.85,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,41,2026-01-08 05:00:00,47.84,66.87,76.95,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,42,2026-01-08 06:00:00,61.75,80.75,90.8,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,43,2026-01-08 07:00:00,73.81,92.76,102.8,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,44,2026-01-08 08:00:00,76.17,95.09,105.11,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,45,2026-01-08 09:00:00,72.92,91.8,101.8,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,46,2026-01-08 10:00:00,63.3,82.15,92.12,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,47,2026-01-08 11:00:00,57.6,76.41,86.36,"Normal"
"Montpellier Liberte Trafic","NO2","Urbaine","MONTPELLIER",43.6116,3.82806,2026-01-06 12:00:00,48,2026-01-08 12:00:00,57.41,76.19,86.12,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,1,2026-01-06 13:00:00,19.01,27.43,31.88,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,2,2026-01-06 14:00:00,22.52,31.51,36.26,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,3,2026-01-06 15:00:00,26.05,35.47,40.45,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,4,2026-01-06 16:00:00,31.13,40.87,46.03,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,5,2026-01-06 17:00:00,39.55,49.55,54.84,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,6,2026-01-06 18:00:00,40.16,50.36,55.76,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,7,2026-01-06 19:00:00,39.81,50.17,55.66,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,8,2026-01-06 20:00:00,35.99,46.48,52.03,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,9,2026-01-06 21:00:00,29.78,40.37,45.97,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,10,2026-01-06 22:00:00,24.74,35.41,41.05,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,11,2026-01-06 23:00:00,23.54,34.27,39.95,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,12,2026-01-07,21.25,32.02,37.73,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,13,2026-01-07 01:00:00,18.89,29.7,35.43,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,14,2026-01-07 02:00:00,16.57,27.42,33.16,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,15,2026-01-07 03:00:00,15.35,26.22,31.98,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,16,2026-01-07 04:00:00,16.18,27.07,32.84,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,17,2026-01-07 05:00:00,19.01,29.91,35.69,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,18,2026-01-07 06:00:00,23.19,34.1,39.88,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,19,2026-01-07 07:00:00,27.81,38.74,44.53,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,20,2026-01-07 08:00:00,28.96,39.9,45.69,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,21,2026-01-07 09:00:00,24.07,35.01,40.8,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,22,2026-01-07 10:00:00,21.01,31.95,37.75,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,23,2026-01-07 11:00:00,19.98,30.93,36.73,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,24,2026-01-07 12:00:00,17.19,28.15,33.95,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,25,2026-01-07 13:00:00,17.74,28.7,34.5,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,26,2026-01-07 14:00:00,21.44,32.4,38.2,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,27,2026-01-07 15:00:00,25.13,36.1,41.9,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,28,2026-01-07 16:00:00,30.33,41.29,47.1,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,29,2026-01-07 17:00:00,38.86,49.83,55.63,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,30,2026-01-07 18:00:00,39.56,50.53,56.33,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,31,2026-01-07 19:00:00,39.3,50.27,56.07,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,32,2026-01-07 20:00:00,35.53,46.5,52.31,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,33,2026-01-07 21:00:00,29.38,40.35,46.16,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,34,2026-01-07 22:00:00,24.38,35.35,41.16,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,35,2026-01-07 23:00:00,23.22,34.19,40,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,36,2026-01-08,20.95,31.92,37.73,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,37,2026-01-08 01:00:00,18.62,29.59,35.4,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,38,2026-01-08 02:00:00,16.32,27.29,33.1,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,39,2026-01-08 03:00:00,15.12,26.09,31.9,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,40,2026-01-08 04:00:00,15.97,26.93,32.74,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,41,2026-01-08 05:00:00,18.81,29.77,35.58,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,42,2026-01-08 06:00:00,22.99,33.96,39.77,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,43,2026-01-08 07:00:00,27.63,38.59,44.4,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,44,2026-01-08 08:00:00,28.78,39.75,45.55,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,45,2026-01-08 09:00:00,23.89,34.86,40.67,"Normal"
"Nimes Allende trafic","NO2","Urbaine","NIMES",43.8291,4.37791,2026-01-06 12:00:00,46,2026-01-08 10:00:00,20.83,31.8,37.61,"Normal"
