"Station","Commune","Typologie","Lat","Lon","Heure_Ref","Echeance_H","Heure_Prediction","Date_Prevue","Pred_PM25","Risque_Max","Statut"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,10,"23:00",2026-01-06 23:00:00,32.76,51.22,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,11,"00:00",2026-01-07,31.17,49.65,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,12,"01:00",2026-01-07 01:00:00,28.08,46.56,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,13,"02:00",2026-01-07 02:00:00,25.96,44.46,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,14,"03:00",2026-01-07 03:00:00,24.76,43.28,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,15,"04:00",2026-01-07 04:00:00,23.14,41.67,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,16,"05:00",2026-01-07 05:00:00,21.74,40.28,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,17,"06:00",2026-01-07 06:00:00,19.23,37.78,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,18,"07:00",2026-01-07 07:00:00,18.03,36.59,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,19,"08:00",2026-01-07 08:00:00,17.83,36.4,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,20,"09:00",2026-01-07 09:00:00,17.62,36.21,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,21,"10:00",2026-01-07 10:00:00,17.43,36.03,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,22,"11:00",2026-01-07 11:00:00,16.7,35.32,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,23,"12:00",2026-01-07 12:00:00,16,34.62,"ALERTE RISQUE"
"Toulouse-Mazades Urbain","TOULOUSE","Urbaine",43.6236,1.43861,2026-01-06 13:00:00,24,"13:00",2026-01-07 13:00:00,16.01,34.65,"ALERTE RISQUE"
