"Station","Polluant","Typologie","Lat","Lon","Heure_Ref","Echeance_H","Date_Prevue","Pred_Mean","Pred_Max","Statut"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,1,2026-01-06 12:00:00,6.58,13.53,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,2,2026-01-06 13:00:00,6.44,13.61,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,3,2026-01-06 14:00:00,7.05,14.44,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,4,2026-01-06 15:00:00,8.03,15.63,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,5,2026-01-06 16:00:00,10.16,17.96,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,6,2026-01-06 17:00:00,11.72,19.72,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,7,2026-01-06 18:00:00,12.56,20.76,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,8,2026-01-06 19:00:00,12.55,20.94,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,9,2026-01-06 20:00:00,12.81,21.38,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,10,2026-01-06 21:00:00,13.03,21.78,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,11,2026-01-06 22:00:00,11.96,20.89,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,12,2026-01-06 23:00:00,10.78,19.88,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,13,2026-01-07,9.86,19.13,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,14,2026-01-07 01:00:00,9.63,19.07,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,15,2026-01-07 02:00:00,9.23,18.84,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,16,2026-01-07 03:00:00,8.43,18.2,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,17,2026-01-07 04:00:00,7.98,17.9,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,18,2026-01-07 05:00:00,8.25,18.33,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,19,2026-01-07 06:00:00,8.71,18.95,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,20,2026-01-07 07:00:00,9.75,20.13,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,21,2026-01-07 08:00:00,12.5,23.03,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,22,2026-01-07 09:00:00,15.24,25.92,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,23,2026-01-07 10:00:00,13.71,24.54,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,24,2026-01-07 11:00:00,11.93,22.9,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,25,2026-01-07 12:00:00,10.55,21.66,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,26,2026-01-07 13:00:00,9.24,20.49,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,27,2026-01-07 14:00:00,9.11,20.5,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,28,2026-01-07 15:00:00,9.52,21.04,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,29,2026-01-07 16:00:00,11.25,22.9,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,30,2026-01-07 17:00:00,12.52,24.3,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,31,2026-01-07 18:00:00,13.16,25.07,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,32,2026-01-07 19:00:00,13,25.04,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,33,2026-01-07 20:00:00,13.15,25.32,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,34,2026-01-07 21:00:00,13.3,25.59,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,35,2026-01-07 22:00:00,12.16,24.58,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,36,2026-01-07 23:00:00,10.95,23.49,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,37,2026-01-08,10,22.66,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,38,2026-01-08 01:00:00,9.75,22.53,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,39,2026-01-08 02:00:00,9.34,22.24,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,40,2026-01-08 03:00:00,8.52,21.54,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,41,2026-01-08 04:00:00,8.06,21.2,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,42,2026-01-08 05:00:00,8.33,21.58,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,43,2026-01-08 06:00:00,8.79,22.15,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,44,2026-01-08 07:00:00,9.82,23.3,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,45,2026-01-08 08:00:00,12.57,26.16,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,46,2026-01-08 09:00:00,15.31,29.01,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,47,2026-01-08 10:00:00,13.78,27.59,"Normal"
"Agathois-Piscénois - Périurbain","NO2","Périurbaine",43.2878,3.50483,2026-01-06 11:00:00,48,2026-01-08 11:00:00,12,25.92,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,1,2026-01-06 13:00:00,6.59,12.77,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,2,2026-01-06 14:00:00,6.43,12.62,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,3,2026-01-06 15:00:00,7.89,14.1,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,4,2026-01-06 16:00:00,11.25,17.48,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,5,2026-01-06 17:00:00,17.02,23.26,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,6,2026-01-06 18:00:00,20.88,27.14,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,7,2026-01-06 19:00:00,20.34,26.62,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,8,2026-01-06 20:00:00,17.37,23.65,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,9,2026-01-06 21:00:00,15.65,21.95,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,10,2026-01-06 22:00:00,14.26,20.57,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,11,2026-01-06 23:00:00,11.74,18.07,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,12,2026-01-07,10.12,16.47,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,13,2026-01-07 01:00:00,8.23,14.59,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,14,2026-01-07 02:00:00,7.36,13.73,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,15,2026-01-07 03:00:00,6.39,12.78,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,16,2026-01-07 04:00:00,6.1,12.5,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,17,2026-01-07 05:00:00,7.23,13.65,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,18,2026-01-07 06:00:00,8.61,15.04,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,19,2026-01-07 07:00:00,10.7,17.15,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,20,2026-01-07 08:00:00,12.14,18.6,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,21,2026-01-07 09:00:00,11.9,18.38,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,22,2026-01-07 10:00:00,10.02,16.51,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,23,2026-01-07 11:00:00,8.64,15.14,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,24,2026-01-07 12:00:00,7.2,13.72,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,25,2026-01-07 13:00:00,5.61,12.14,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,26,2026-01-07 14:00:00,5.66,12.21,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,27,2026-01-07 15:00:00,7.34,13.9,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,28,2026-01-07 16:00:00,10.85,17.42,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,29,2026-01-07 17:00:00,16.71,23.3,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,30,2026-01-07 18:00:00,20.63,27.23,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,31,2026-01-07 19:00:00,20.12,26.74,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,32,2026-01-07 20:00:00,17.17,23.8,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,33,2026-01-07 21:00:00,15.47,22.11,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,34,2026-01-07 22:00:00,14.08,20.74,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,35,2026-01-07 23:00:00,11.57,18.24,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,36,2026-01-08,9.95,16.64,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,37,2026-01-08 01:00:00,8.06,14.76,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,38,2026-01-08 02:00:00,7.19,13.91,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,39,2026-01-08 03:00:00,6.23,12.95,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,40,2026-01-08 04:00:00,5.93,12.67,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,41,2026-01-08 05:00:00,7.07,13.82,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,42,2026-01-08 06:00:00,8.45,15.21,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,43,2026-01-08 07:00:00,10.54,17.32,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,44,2026-01-08 08:00:00,11.98,18.77,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,45,2026-01-08 09:00:00,11.74,18.55,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,46,2026-01-08 10:00:00,9.86,16.68,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,47,2026-01-08 11:00:00,8.48,15.31,"Normal"
"Albi Urbain","NO2","Urbaine",43.9281,2.14611,2026-01-06 12:00:00,48,2026-01-08 12:00:00,7.04,13.88,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,1,2026-01-06 12:00:00,23.59,43.17,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,2,2026-01-06 13:00:00,19.96,39.53,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,3,2026-01-06 14:00:00,19.81,39.37,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,4,2026-01-06 15:00:00,22.97,42.54,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,5,2026-01-06 16:00:00,35.44,55,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,6,2026-01-06 17:00:00,40.16,59.71,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,7,2026-01-06 18:00:00,30.53,50.08,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,8,2026-01-06 19:00:00,29.09,48.63,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,9,2026-01-06 20:00:00,19.46,39,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,10,2026-01-06 21:00:00,16.04,35.58,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,11,2026-01-06 22:00:00,12.17,31.7,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,12,2026-01-06 23:00:00,9.54,29.06,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,13,2026-01-07,8.44,27.95,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,14,2026-01-07 01:00:00,8.03,27.54,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,15,2026-01-07 02:00:00,7.17,26.68,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,16,2026-01-07 03:00:00,5.7,25.21,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,17,2026-01-07 04:00:00,5.72,25.22,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,18,2026-01-07 05:00:00,18.99,38.48,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,19,2026-01-07 06:00:00,20.29,39.78,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,20,2026-01-07 07:00:00,22.43,41.92,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,21,2026-01-07 08:00:00,23.7,43.18,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,22,2026-01-07 09:00:00,25.27,44.74,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,23,2026-01-07 10:00:00,22.97,42.44,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,24,2026-01-07 11:00:00,17.78,37.25,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,25,2026-01-07 12:00:00,17.23,36.7,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,26,2026-01-07 13:00:00,15.14,34.6,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,27,2026-01-07 14:00:00,16.2,35.66,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,28,2026-01-07 15:00:00,20.28,39.73,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,29,2026-01-07 16:00:00,33.43,52.87,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,30,2026-01-07 17:00:00,38.65,58.09,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,31,2026-01-07 18:00:00,29.4,48.84,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,32,2026-01-07 19:00:00,28.25,47.67,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,33,2026-01-07 20:00:00,18.82,38.25,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,34,2026-01-07 21:00:00,15.56,34.98,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,35,2026-01-07 22:00:00,11.81,31.22,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,36,2026-01-07 23:00:00,9.26,28.67,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,37,2026-01-08,8.22,27.63,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,38,2026-01-08 01:00:00,7.86,27.26,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,39,2026-01-08 02:00:00,7.04,26.43,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,40,2026-01-08 03:00:00,5.6,24.99,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,41,2026-01-08 04:00:00,5.64,25.02,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,42,2026-01-08 05:00:00,18.92,38.3,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,43,2026-01-08 06:00:00,20.24,39.61,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,44,2026-01-08 07:00:00,22.38,41.75,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,45,2026-01-08 08:00:00,23.65,43.02,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,46,2026-01-08 09:00:00,25.23,44.59,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,47,2026-01-08 10:00:00,22.93,42.29,"Normal"
"Ales Gare trafic","NO2","Urbaine",44.1276,4.08522,2026-01-06 11:00:00,48,2026-01-08 11:00:00,17.75,37.1,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,1,2026-01-06 12:00:00,30.6,44.13,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,2,2026-01-06 13:00:00,26.5,40.06,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,3,2026-01-06 14:00:00,24.08,37.66,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,4,2026-01-06 15:00:00,21.47,35.08,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,5,2026-01-06 16:00:00,21.44,35.06,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,6,2026-01-06 17:00:00,26.22,39.85,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,7,2026-01-06 18:00:00,31.08,44.72,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,8,2026-01-06 19:00:00,31.3,44.95,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,9,2026-01-06 20:00:00,30.64,44.29,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,10,2026-01-06 21:00:00,29.06,42.72,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,11,2026-01-06 22:00:00,25.57,39.24,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,12,2026-01-06 23:00:00,21.93,35.6,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,13,2026-01-07,19.85,33.52,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,14,2026-01-07 01:00:00,17.86,31.53,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,15,2026-01-07 02:00:00,14.85,28.52,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,16,2026-01-07 03:00:00,13.34,27.01,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,17,2026-01-07 04:00:00,12.64,26.31,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,18,2026-01-07 05:00:00,18.95,32.63,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,19,2026-01-07 06:00:00,19.45,33.12,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,20,2026-01-07 07:00:00,21.74,35.41,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,21,2026-01-07 08:00:00,22.56,36.24,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,22,2026-01-07 09:00:00,20.64,34.31,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,23,2026-01-07 10:00:00,17.64,31.32,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,24,2026-01-07 11:00:00,16.79,30.46,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,25,2026-01-07 12:00:00,14.83,28.51,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,26,2026-01-07 13:00:00,13.81,27.49,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,27,2026-01-07 14:00:00,13.89,27.56,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,28,2026-01-07 15:00:00,13.29,26.97,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,29,2026-01-07 16:00:00,14.87,28.55,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,30,2026-01-07 17:00:00,20.95,34.63,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,31,2026-01-07 18:00:00,26.85,40.53,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,32,2026-01-07 19:00:00,27.92,41.59,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,33,2026-01-07 20:00:00,27.92,41.6,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,34,2026-01-07 21:00:00,26.89,40.56,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,35,2026-01-07 22:00:00,23.84,37.51,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,36,2026-01-07 23:00:00,20.54,34.22,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,37,2026-01-08,18.75,32.42,"Normal"
"Blagnac Aéroport Piste  - Observation","NO2","Périurbaine",43.6253,1.37725,2026-01-06 11:00:00,38,2026-01-08 01:00:00,16.97,30.65,"Normal"
